0.05555556 0
0.11111111 0
0.16666667 0
0.22222222 0
0.27777778 0
0.33333333 0
0.38888889 0
0.44444444 0
0.50000000 0
0.55555556 0
0.58823529 1
0.58901961 1
0.58980392 1
0.59058824 1
0.59137255 1
0.59215686 1
0.59294118 1
0.59372549 1
0.59450980 1
0.59529412 1
0.59607843 1
0.59686275 1
0.59764706 1
0.59843137 1
0.59921569 1
0.60000000 1
0.60078431 1
0.60156863 1
0.60235294 1
0.60313725 1
0.60392157 1
0.60470588 1
0.60549020 1
0.60627451 1
0.60705882 1
0.60784314 1
0.60862745 1
0.60941176 1
0.61019608 1
0.61098039 1
0.61111111 0
0.61176471 1
0.61254902 1
0.61333333 1
0.61411765 1
0.61490196 1
0.61568627 1
0.61647059 1
0.61725490 1
0.61803922 1
0.61882353 1
0.61960784 1
0.62039216 1
0.62117647 1
0.62196078 1
0.62274510 1
0.62352941 1
0.62431373 1
0.62509804 1
0.62588235 1
0.62666667 1
0.62745098 1
0.62823529 1
0.62901961 1
0.62980392 1
0.63058824 1
0.63137255 1
0.63215686 1
0.63294118 1
0.63372549 1
0.63450980 1
0.63529412 1
0.63607843 1
0.63686275 1
0.63764706 1
0.63843137 1
0.63921569 1
0.64000000 1
0.64078431 1
0.64156863 1
0.64235294 1
0.64313725 1
0.64392157 1
0.64470588 1
0.64549020 1
0.64627451 1
0.64705882 1
0.64784314 1
0.64862745 1
0.64941176 1
0.65019608 1
0.65098039 1
0.65176471 1
0.65254902 1
0.65333333 1
0.65411765 1
0.65490196 1
0.65568627 1
0.65647059 1
0.65725490 1
0.65803922 1
0.65882353 1
0.65960784 1
0.66039216 1
0.66117647 1
0.66196078 1
0.66274510 1
0.66352941 1
0.66431373 1
0.66509804 1
0.66588235 1
0.66666667 1
0.66666667 0
0.72222222 0
0.77777778 0
0.83333333 0
0.88888889 0
0.94444444 0
1.00000000 0
1.05555556 0
1.11111111 0
1.17647059 1
1.17803922 1
1.17960784 1
1.18117647 1
1.18274510 1
1.18431373 1
1.18588235 1
1.18745098 1
1.18901961 1
1.19058824 1
1.19215686 1
1.19372549 1
1.19529412 1
1.19686275 1
1.19843137 1
1.20000000 1
1.20156863 1
1.20313725 1
1.20470588 1
1.20627451 1
1.20784314 1
1.20941176 1
1.21098039 1
1.21254902 1
1.21411765 1
1.21568627 1
1.21725490 1
1.21882353 1
1.22039216 1
1.22196078 1
1.22352941 1
1.22509804 1
1.22666667 1
1.22823529 1
1.22980392 1
1.23137255 1
1.23294118 1
1.23450980 1
1.23607843 1
1.23764706 1
1.23921569 1
1.24078431 1
1.24235294 1
1.24392157 1
1.24549020 1
1.24705882 1
1.24862745 1
1.25019608 1
1.25176471 1
1.25333333 1
1.25490196 1
1.25647059 1
1.25803922 1
1.25960784 1
1.26117647 1
1.26274510 1
1.26431373 1
1.26588235 1
1.26745098 1
1.26901961 1
1.27058824 1
1.27215686 1
1.27372549 1
1.27529412 1
1.27686275 1
1.27843137 1
1.28000000 1
1.28156863 1
1.28313725 1
1.28470588 1
1.28627451 1
1.28784314 1
1.28941176 1
1.29098039 1
1.29254902 1
1.29411765 1
1.29568627 1
1.29725490 1
1.29882353 1
1.30039216 1
1.30196078 1
1.30352941 1
1.30509804 1
1.30666667 1
1.30823529 1
1.30980392 1
1.31137255 1
1.31294118 1
1.31450980 1
1.31607843 1
1.31764706 1
1.31921569 1
1.32078431 1
1.32235294 1
1.32392157 1
1.32549020 1
1.32705882 1
1.32862745 1
1.33019608 1
1.33176471 1
1.33333333 1
