0.06410256 0
0.12820513 0
0.19230769 0
0.25641026 0
0.32051282 0
0.38461538 0
0.44871795 0
0.51282051 0
0.55555556 1
0.57692308 0
0.62500000 1
0.62500000 1
0.63291139 1
0.63340449 1
0.64102564 1
0.64935065 1
0.70512821 0
0.71428571 1
0.76923077 0
0.83333333 0
0.83333333 1
0.89743590 0
0.96153846 0
1.00000000 1
1.02564103 0
1.08974359 0
1.11111111 1
1.15384615 0
1.21794872 0
1.25000000 1
1.25000000 1
1.26582278 1
1.26680897 1
1.28205128 1
1.29870130 1
1.42857143 1
1.66666667 1
2.00000000 1
